Unnamed: 0,Acc_no,Analysis,Array_type,Cell_line,CO2,Control_condition,Control_gene_down,Control_gene_up,Control_PD,Control_specifics,Control_subtype,Control_time,Control_type,Disease,ENA_acc,FBS,Gene,Gene_down,Gene_up,Immortal_line,Immortal_mechanism,LogFC,MegaP,numeric_time,Organ,Oxygen,P_S,PD,Pre_SASP_t,Pvalues,Quiesce_inducer,Radiation_dose,Replicates,RNAseq_Microarray,Sen_subtype,Sen_type,SENvCON,Seq_platform,Single_Paired,Species,Spot_length,Study,Subtype_subtype,Time_after_induction,Treatment,Treatment_dose,X,X1or2_colour,Comparison,cellage_gene_name,cellage_senescence_effect,cellage_senescence_type,cellage_pmid,direction
8084354,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OIS,none,none,,Inactive_SV40LT_EV,SV40,7d,OIS,none,PRJNA132307,0.25%,CBX5,none,E7,Yes,hTERT_SV40_LT,1.349223,639096523418.0,7.0,Skin,20%,Yes,,No,1.564709e-12,,,3,M,,,No,,,Human,,parmjit_1,,7d,HPV16_E7,none,ISVe7_SSVev,1,parmjit_1_ISVe7_SSVev,chromobox 5,Inhibits,Unclear,26160351,upregulated
11463363,GSE145650,Limma,,IMR,5.00%,OIS,none,none,,ER_RAS_G12V,RAS,6d,OIS,none,PRJNA607798,10.00%,DICER1,COX2,none,No,,1.040063,815085.0,6.0,Lung,5.00%,,,No,1.226866e-06,,6d_100nM4OHT,8,R,RAS,OIS,No,Illumina_HiSeq_4000,Paired,Human,,hoare_3,ER_RAS_G12V,6d,Celecoxib,6d_40uM,OC_O,,hoare_3_OC_O,"dicer 1, ribonuclease III",Inhibits,Stress-induced,26990999,upregulated
1602153,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,ETS1,none,,R144_siETS1,RAS,6d,OIS,none,PRJNA506911,,LIN9,JUN,none,No,,-0.65,-23566736145.0,6.0,Lung,,,,No,4.243269e-11,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,6d,siJUN1,20uM,R144jun1_R144ets11,1,bischof_2_R144jun1_R144ets11,lin-9 DREAM MuvB core complex component,Inhibits,Oncogene-induced,21860417,no_change
16202851,GSE224070,Limma,,IMR,5%,DDIS,COPB2,none,,50ugmL_Bleomycin_24hr,Bleomycin,10d,DDIS,none,PRJNA929513,10%,AGO2,COPB2,none,No,,1.53573319322322,58381.5237576239,10.0,Lung,,Yes,,No,1.71287067489295e-05,,100nM_4OHT,3,R,RAS,OIS,No,NextSeq_2000,Single,Human,71,McHugh_1,ER:RAS,10d,shCOPB2,1ugml_Doxycycline,Osh_Dsh,,McHugh_1_Osh_Dsh,argonaute RISC catalytic component 2,Inhibits,Oncogene-induced,25175024,upregulated
8128074,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OIS,none,none,,Inactive_SV40LT_EV,SV40,7d,OIS,none,PRJNA132307,0.25%,PTGS2,p21,none,Yes,hTERT_SV40_LT,-3.793769,-4003120000000000.0,7.0,Skin,20%,Yes,,No,2.498051e-16,,,3,M,SV40,OIS,No,,,Human,,parmjit_1,SV40_LT,7d,shp21,none,SSVp21sh_SSVev,1,parmjit_1_SSVp21sh_SSVev,prostaglandin-endoperoxide synthase 2,Induces,Replicative,28803844,downregulated
9795970,GSE74324,Limma,,IMR,,RASshp53,p53,none,,RASshp53,RAS,12d,OIS,none,PRJNA299683,10.00%,JAK2,p53_pRb,none,No,,-0.05960385,-1.290848,12.0,Lung,,,,No,0.7746845,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53pRb,none,RASshp53pRb_RASshp53,,tasdemir_RASshp53pRb_RASshp53,Janus kinase 2,Induces,Unclear,24681574,no_change
7024056,GSE75643,Limma,,Tig3,,BRAF,none,none,,BRAF4d,RAF,4d,OIS,none,PRJNA302675,9.00%,MAPK1,none,SV40smallT,Yes,hTERT,0.0303924,1.118954,4.0,Lung,,,,No,0.8936918,,,3,R,RAF,OIS,No,Illumina_HiSeq_2000,Single,Human,51,lenain,BRAFE600,4d,SV40smallT,none,BRAF4SV40_4,,lenain_BRAF4SV40_4,mitogen-activated protein kinase 1,Induces,Oncogene-induced,23599344,no_change
1475267,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,none,none,,R72_siCTRL,RAS,3d,OIS,none,PRJNA506911,,CRISPLD2,RELA,none,No,,-0.1,-2.693137,3.0,Lung,,,,Yes,0.3713142,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,3d,siRELA1,20uM,R72relA1_R72jun1,1,bischof_2_R72relA1_R72jun1,cysteine rich secretory protein LCCL domain containing 2,Inhibits,Stress-induced,31219803,no_change
6725806,GSE53379,Limma,Illumin_HWG6V3,IMR,,DDISshp53,p53,none,,Quiesce2dEtopshp53,Etoposide,7d,DDIS,none,PRJNA231867,10.00%,HOPX,p53,none,No,,-0.2221848,-3.809404,7.0,Lung,5.00%,Yes,,No,0.2625083,,10dPuromycin,3,M,RAS,OIS,No,,,Human,,kirschner_1,H-RASG12V,7d,shp53,none,Rshp53_QD48shp53,1,kirschner_1_Rshp53_QD48shp53,HOP homeobox,Induces,Oncogene-induced,25345926,no_change
9748373,GSE74324,Limma,,IMR,,RAS,none,none,,RASshCwDMSO,RAS,12d,OIS,none,PRJNA299683,10.00%,NUAK1,BRD4,none,No,,-1.133696,-1246964000000000.0,12.0,Lung,,,,No,8.019478e-16,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,JQ1,100nM_48h,RASwJQ1_RASwDMSO,,tasdemir_RASwJQ1_RASwDMSO,NUAK family kinase 1,Induces,Unclear,19927127,downregulated
5750381,GSE122079,Limma,,IMR,,RAS,none,none,14.0,RAS_EV36h,RAS,7d,OIS,none,PRJNA503415,10.00%,OGG1,IONpump,none,No,,-1.889769,-433491749.0,7.0,Lung,,,14.0,No,2.306849e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,digoxin,none,RASdig36_RAS36,,herranz_2_RASdig36_RAS36,8-oxoguanine DNA glycosylase,Inhibits,Oncogene-induced,24618719,downregulated
84070410,GSE214409,Limma,,IMR,,OIS,none,none,,OIS_ctrlVector,RAS,7d,OIS,,PRJNA885153,10%,CAV1,none,WSTF,No,,1.12914386889568,852202183.899207,7.0,Lung,3%,,,No,1.1734304592186701e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,51,Dou,RAS_WSTFOE,7d,WSTF,none,OW_O,,Dou_OW_O,caveolin 1,Induces,Unclear,15263006,upregulated
4202738,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,NEDD4,EMR4,none,No,,1.417101,4700.365,6.0,Lung,,,14.0,No,0.0002127494,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,EMR4,none,EMR4_RASc,,georgilis_1_EMR4_RASc,NEDD4 E3 ubiquitin protein ligase,Inhibits,Oncogene-induced,23549616,upregulated
3553658,GSE19864,Limma,Affymetrix_U133A,IMR,,RAS,none,none,,RAS,RAS,7d,OIS,none,PRJNA124029,10.0%,BUB1,p107,none,No,,0.2454069,1.7574,7.0,Lung,,,,No,0.5690224,,,2,M,RAS,OIS,No,,,Human,,chicas_1,H-rasV12,7d,shp107,none,Rshp107_R,1,chicas_1_Rshp107_R,BUB1 mitotic checkpoint serine/threonine kinase,Inhibits,Oncogene-induced,17488820,no_change
1437551,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,none,none,,R72_siCTRL,RAS,3d,OIS,none,PRJNA506911,,CDC25A,ETS1,none,No,,1.325,4642794782.0,6.0,Lung,,,,No,2.153875e-10,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,6d,siETS11,20uM,R144ets11_R72ctrl,1,bischof_2_R144ets11_R72ctrl,cell division cycle 25A,Inhibits,Unclear,32264951,upregulated
4235512,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,CPEB1,HSPC182,none,No,,0.9357614,58.22554,6.0,Lung,,,14.0,No,0.01717459,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,HSPC182,none,HSPC182_RASc,,georgilis_1_HSPC182_RASc,cytoplasmic polyadenylation element binding protein 1,Induces,Replicative,19141477,no_change
11590947,GSE178115,Limma,Agilent,HDF,,REP,ATM,none,,REP_3d,REP,3d,REP,none,PRJNA737497,10%,PIM1,none,none,No,,96.5,152.3858,3.0,Skin,,,,Yes,0.00656229,,,3,M,REP,REP,No,,,Human,,Yang,REP,3d,KU60019,0.5uM,R3dATMi_R3d,1,Yang_R3dATMi_R3d,"Pim-1 proto-oncogene, serine/threonine kinase",Induces,Replicative,25040935,upregulated
100299710,GSE212085,Limma,,IMR,5%,DDIS,none,none,,Doxorubicin_150nM,Doxorubicin,10d,DDIS,none,PRJNA873928,10%,MME,none,none,No,,3.11869336047355,9866525914.96759,10.0,Lung,,,,No,1.01352797187001e-10,,150nM,3,R,Doxorubicin,DDIS,No,NextSeq_2000,Paired,Human,116,Marin,Doxorubicin,10d,MDL72527,50uM,DM_D,,Marin_DM_D,membrane metalloendopeptidase,Induces,Oncogene-induced,30671946,upregulated
5983103,GSE42368,Limma,Illumina_HT12V3,FL2,,DDIS,none,none,,Dox,Dox,1d,DDIS,none,PRJNA181197,,HNRNPAB,DINO,none,No,,-1359.508,-32.20864,1.0,Lung,,,,Yes,0.03104757,,200ng/ml_1d,3,M,Doxorubicin,DDIS,No,,,Human,,hung_1,Dox,1d,shDINO,none,DshDINO_D,1,hung_1_DshDINO_D,heterogeneous nuclear ribonucleoprotein A/B,Inhibits,Unclear,32264951,downregulated
11696862,GSE178115,Limma,Agilent,HDF,,REP,ROCK,none,,REP_15d,REP,15d,REP,none,PRJNA737497,10%,PIK3R5,none,none,No,,-0.5,-1.182205,15.0,Skin,,,,No,0.8458768,,,3,M,REP,REP,No,,,Human,,Yang,REP,15d,Y27632,2.5uM,R15dROCKi_R15d,1,Yang_R15dROCKi_R15d,phosphoinositide-3-kinase regulatory subunit 5,Induces,Unclear,26583757,no_change
14483012,GSE196610,Limma,,IMR,5%,DDIS,none,Parkin,,IR_ParkinYFP,IR,10d,DDIS,none,PRJNA806156,10.00%,PDGFB,none,Parkin,No,,-1.51018655160268,-1272605.94626156,10.0,Lung,3%,,,No,7.85789193377278e-07,,20Gy,3,R,IR,DDIS,No,Illumina_NovaSeq6000,Paired,Human,202,Victorelli,IR,10d,CCCP,12uM,DPC_DP,,Victorelli_DPC_DP,platelet derived growth factor subunit B,Induces,Oncogene-induced,23934686,downregulated
9894527,GSE74324,Limma,,IMR,,RASwJQ1,BRD4,none,,RASwJQ1,RAS,12d,OIS,none,PRJNA299683,10.00%,HMGA2,BRD4,none,No,,2.333665,2.588565e+38,12.0,Lung,,,,No,3.8631440000000004e-39,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shBRD4,none,RASshBRD4_RASwJQ1,,tasdemir_RASshBRD4_RASwJQ1,high mobility group AT-hook 2,Induces,Oncogene-induced,16901784,upregulated
1492429,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,JUN,none,,R72_siJUN1,RAS,3d,OIS,none,PRJNA506911,,OXTR,ETS1,none,No,,-0.275,-4.742976,6.0,Lung,,,,No,0.2108381,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,6d,siETS11,20uM,R144ets11_R72jun1,1,bischof_2_R144ets11_R72jun1,oxytocin receptor,Inhibits,Stress-induced,31219803,no_change
5982095,GSE42368,Limma,Illumina_HT12V3,FL2,,DDIS,none,none,,Dox,Dox,1d,DDIS,none,PRJNA181197,,FASN,DINO,none,No,,-2087.082,-4024.136,1.0,Lung,,,,Yes,0.0002485006,,200ng/ml_1d,3,M,Doxorubicin,DDIS,No,,,Human,,hung_1,Dox,1d,shDINO,none,DshDINO_D,1,hung_1_DshDINO_D,fatty acid synthase,Induces,Oncogene-induced,30962418,downregulated
2642249,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,none,,BRAF_24h_DMSO_2h,RAF,1d,OIS,none,PRJNA556258,,MAPK14,RELA,none,Yes,hTERT,26.4674,27.82359,1.0,Skin,,,,Yes,0.03594073,,1000ng_ml,3,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,compoundA,2uM_2h,O24CpdA2_O24DMSO2,1,carvalho_1_O24CpdA2_O24DMSO2,mitogen-activated protein kinase 14,Induces,Replicative,12581156,upregulated
9781167,GSE74324,Limma,,IMR,,RASshp53,p53,none,,RASshp53,RAS,12d,OIS,none,PRJNA299683,10.00%,DDB2,p16_p21,none,No,,2.343985,1.030005e+18,12.0,Lung,,,,No,9.708691e-19,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp16p21,none,RASshp16p21_RASshp53,,tasdemir_RASshp16p21_RASshp53,damage specific DNA binding protein 2,Induces,Oncogene-induced,20351176,upregulated
11589653,GSE178115,Limma,Agilent,HDF,,REP,ATM,none,,REP_3d,REP,3d,REP,none,PRJNA737497,10%,NUDT5,none,none,No,,-770.5,-27.1352,3.0,Skin,,,,Yes,0.0368525,,,3,M,REP,REP,No,,,Human,,Yang,REP,3d,KU60019,0.5uM,R3dATMi_R3d,1,Yang_R3dATMi_R3d,nudix hydrolase 5,Inhibits,Oncogene-induced,23581889,downregulated
8068077,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OIS,none,none,,Inactive_SV40LT_EV,SV40,7d,OIS,none,PRJNA132307,0.25%,STAT1,p53,none,Yes,hTERT_SV40_LT,-1.192054,-1856520000000.0,7.0,Skin,20%,Yes,,No,5.386422e-13,,,3,M,SV40,OIS,No,,,Human,,parmjit_1,SV40_LT,7d,GSE_DomNeg_p53,none,SSVp53g_SSVev,1,parmjit_1_SSVp53g_SSVev,signal transducer and activator of transcription 1,Induces,Unclear,22217266,downregulated
4407227,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,ARID1B,PPP1CB,none,No,,-0.3210612,-2.854972,6.0,Lung,,,14.0,No,0.3502661,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,PPP1CB,none,PPP1CB_RASc,,georgilis_1_PPP1CB_RASc,AT-rich interaction domain 1B,Induces,Oncogene-induced,27737960,no_change
3678025,GSE2487,Limma,Affymetrix_U133A,IMR,,OIS,none,none,,MEK_ER,MEK,3d,OIS,none,PRJNA91885,,CDK4,none,E6_E7,Yes,hTERT,1799.7,42001.65,,Lung,,,,No,2.380859e-05,,,2,M,,,No,,,Human,,collado_1,,,E6_E7,none,RE67_R,1,collado_1_RE67_R,cyclin dependent kinase 4,Inhibits,Replicative,12082615,upregulated
4469622,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,BTG3,SHFM3,none,No,,-1.12751,-117202550.0,6.0,Lung,,,14.0,No,8.532238e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,SHFM3,none,SHFM3_RASc,,georgilis_1_SHFM3_RASc,BTG anti-proliferation factor 3,Inhibits,Oncogene-induced,22020331,downregulated
5744409,GSE122079,Limma,,IMR,,RAS,none,none,14.0,RAS_EV36h,RAS,7d,OIS,none,PRJNA503415,10.00%,BCL6,IONpump,none,No,,1.296267,26846701.0,7.0,Lung,,,14.0,No,3.724853e-08,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,digoxin,none,RASdig36_RAS36,,herranz_2_RASdig36_RAS36,BCL6 transcription repressor,Inhibits,Replicative,11914273,upregulated
2690695,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,RELA,none,,BRAF_24h_CpdA_2h,RAF,1d,OIS,none,PRJNA556258,,HYOU1,none,GR,Yes,hTERT,1264.599,54.64427,1.0,Skin,,,,Yes,0.01830018,,1000ng_ml,8,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,clobetasol,2nM_2h,O24Clob2_O24CpdA2,1,carvalho_1_O24Clob2_O24CpdA2,hypoxia up-regulated 1,Inhibits,Stress-induced,23757447,upregulated
1524271,GSE122918,Limma,Affymetrix_HTA2_0,WI38,,RAS,RELA,none,,R72_siRELA1,RAS,3d,OIS,none,PRJNA506911,,CDKN2AIP,ETS1,none,No,,1.15,3.012862e+17,6.0,Lung,,,,No,3.319103e-18,,,4,M,RAS,OIS,No,,,human,,bischof_2,ER:RASv12,6d,siETS11,20uM,R144ets11_R72relA1,1,bischof_2_R144ets11_R72relA1,CDKN2A interacting protein,Induces,Replicative,19001376,upregulated
8420333,GSE113060,Limma,,IMR,,RAS,none,none,26.0,RAS_EV,RAS,6d,OIS,none,PRJNA449912,,EWSR1,HMGA1,none,No,,-1.206922,-500.6434,6.0,Lung,,,26.0,No,0.00199743,,,6,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,parry,ER_HRASG12V,6d,shHMGA1,none,RASshHMGA1_RAS,,parry_RASshHMGA1_RAS,EWS RNA binding protein 1,Induces,Unclear,21030557,downregulated
12444911,GSE190998,Limma,,WI38,5%,Prolif,none,none,,Prolif_siCtrl,Etoposide,8d,DDIS,none,PRJNA789266,10%,CBS,NTRK2,none,No,,-1.44400583712524,-2783996344.2493,8.0,Lung,,0.50%,,No,3.59195873969313e-10,,50uM,3,R,Etoposide,DDIS,No,Illumina_NovaSeq6000,Paired,Human,204,Anerillas_2,Etoposide,8d,siNTRK2,none,DN_P,,Anerillas_2_DN_P,cystathionine beta-synthase,Inhibits,Replicative,23117410,downregulated
8385907,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OISe2fkd,E2F,none,,Active_SV40LT_e2fkd,SV40,7d,OIS,none,PRJNA132307,0.25%,MIF,p53,none,Yes,hTERT_SV40_LT,0.04931312,2.156425,7.0,Skin,20%,Yes,,No,0.4637305,,,3,M,SV40,OIS,No,,,Human,,parmjit_1,SV40_LT,7d,shp53,none,SSVp53sh_SSVe2f,1,parmjit_1_SSVp53sh_SSVe2f,macrophage migration inhibitory factor,Inhibits,Stress-induced,24274936,no_change
16744812,GSE196610,Limma,,IMR,5%,DDIS,none,Parkin,,IR_ParkinYFP,IR,10d,DDIS,none,PRJNA806156,10.00%,DDIT4,none,Parkin_mtDNA,No,,1.87696136505837,1088907491863.62,10.0,Lung,3%,,,No,9.18351657484277e-13,,20Gy,3,R,IR,DDIS,No,Illumina_NovaSeq6000,Paired,Human,202,Victorelli,IR,10d,CCCP_mtDNA,12uM_15ug,DPCM_DP,,Victorelli_DPCM_DP,DNA damage inducible transcript 4,Inhibits,Replicative,22627671,upregulated
79521100,GSE190998,Limma,,WI38,5%,DDIS,none,none,,Etoposide_siCtrl,Etoposide,8d,DDIS,none,PRJNA789266,10%,YAP1,NTRK2,none,No,,0.066717709391277,6.78232045402371,8.0,Lung,,0.50%,,No,0.14744216330957,,50uM,3,R,Etoposide,DDIS,No,Illumina_NovaSeq6000,Paired,Human,204,Anerillas_2,Etoposide,8d,siNTRK2,none,DN_D,,Anerillas_2_DN_D,Yes1 associated transcriptional regulator,Inhibits,Replicative,23576552,no_change
4554340,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,WSB1,p53,none,No,,1.248478,2519.097,6.0,Lung,,,14.0,No,0.0003969677,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,p53,none,P53_RASc,,georgilis_1_P53_RASc,WD repeat and SOCS box containing 1,Inhibits,Oncogene-induced,27958289,upregulated
18143051,GSE224070,Limma,,IMR,5%,DDIS,COPB2,none,,50ugmL_Bleomycin_24hr,Bleomycin,10d,DDIS,none,PRJNA929513,10%,MSN,COPB2,none,No,,1.06948265852647,5360232.7034639,10.0,Lung,,Yes,,No,1.8655906474989e-07,,100nM_4OHT,3,R,RAS,OIS,No,NextSeq_2000,Single,Human,71,McHugh_1,ER:RAS,10d,shCOPB2,1ugml_Doxycycline,Osh_Dsh,,McHugh_1_Osh_Dsh,moesin,Inhibits,Unclear,20376899,upregulated
4428154,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,SFRP1,PROK2,none,No,,0.195909,1.939337,6.0,Lung,,,14.0,No,0.5156402,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,PROK2,none,PROK2_RASc,,georgilis_1_PROK2_RASc,secreted frizzled related protein 1,Induces,Stress-induced,22927647,no_change
78934410,GSE214409,Limma,,IMR,,OIS,none,none,,RAS,RAS,7d,OIS,,PRJNA885153,10%,VCAN,none,WSTF,No,,1.29500032509454,144911634.439535,7.0,Lung,3%,,,No,6.9007571674119505e-09,,,3,R,Prolif,,No,Illumina_HiSeq_2500,Single,Human,51,Dou,Prolif_WSTFOE,7d,WSTF,none,PW_O,,Dou_PW_O,versican,Induces,Stress-induced,30622695,upregulated
5892536,GSE122079,Limma,,IMR,,RAS_ouabain,IONpump,none,14.0,RAS36h_ouab,RAS,7d,OIS,none,PRJNA503415,10.00%,ARG2,IONpump,none,No,,3.544803,191041159.0,7.0,Lung,,,14.0,No,5.234474e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,ouabain_caspase_inhibitor,none,RASouab36CI_RASouab16,,herranz_2_RASouab36CI_RASouab16,arginase 2,Induces,Unclear,23832324,upregulated
9861233,GSE74324,Limma,,IMR,,RASshRELA,RELA,none,,RASshRELA,RAS,12d,OIS,none,PRJNA299683,10.00%,RAPGEF4,p53_pRb,none,No,,1.84487,1719.388,12.0,Lung,,,,No,0.0005816022,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53pRb,none,RASshp53pRb_RASshRELA,,tasdemir_RASshp53pRb_RASshRELA,Rap guanine nucleotide exchange factor 4,Inhibits,Unclear,24169561,upregulated
2744669,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,GR,,BRAF_24h_Clob_2h,RAF,1d,OIS,none,PRJNA556258,,SENP7,none,GR,Yes,hTERT,-251.9436,-2234.199,2.0,Skin,,,,Yes,0.0004475878,,1000ng_ml,4,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,2d,clobetasol,2nM_2h,O48Clob2_O24Clob2,1,carvalho_1_O48Clob2_O24Clob2,SUMO specific peptidase 7,Inhibits,Unclear,18616636,downregulated
3799263,GSE76125,Limma,,MRC,5.00%,IR,none,none,,I10,IR,10d,DDIS,Parkin,PRJNA306369,10.00%,WIPI1,mitochondrial,Parkin,No,,1.167563,6566076.0,10.0,Lung,,Yes,,No,1.52298e-07,,20Gy,3,R,IR,DDIS,No,NextSeq_500,Paired,Human,70,correia_melo,X_rays,10d,CCCP,12.5uM_4d,I10CCCP_I10,,correia_melo_I10CCCP_I10,"WD repeat domain, phosphoinositide interacting 1",Inhibits,Unclear,30352807,upregulated
9827692,GSE74324,Limma,,IMR,,RASshBRD4,BRD4,none,,RASshBRD4,RAS,12d,OIS,none,PRJNA299683,10.00%,ZNF217,p16_p21,none,No,,2.058631,6.609081e+19,12.0,Lung,,,,No,1.5130699999999998e-20,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp16p21,none,RASshp16p21_RASshBRD4,,tasdemir_RASshp16p21_RASshBRD4,zinc finger protein 217,Inhibits,Replicative,11245413,upregulated
3559294,GSE19864,Limma,Affymetrix_U133A,IMR,,RAS,none,none,,RAS,RAS,7d,OIS,none,PRJNA124029,10.0%,NQO1,p107,none,No,,-1.465426,-277.3405,7.0,Lung,,,,No,0.003605676,,,2,M,RAS,OIS,No,,,Human,,chicas_1,H-rasV12,7d,shp107,none,Rshp107_R,1,chicas_1_Rshp107_R,NAD(P)H quinone dehydrogenase 1,Induces,Oncogene-induced,26078718,downregulated
4436281,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,ITPR2,PTBP1,none,No,,0.0,0.0,6.0,Lung,,,14.0,No,1.0,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,PTBP1,none,PTBP1_RASc,,georgilis_1_PTBP1_RASc,"inositol 1,4,5-trisphosphate receptor type 2",Induces,Oncogene-induced,24797322,no_change
5733700,GSE122079,Limma,,IMR,,RAS,none,none,14.0,RAS_EV16h,RAS,6d,OIS,none,PRJNA503415,10.00%,DICER1,IONpump,none,No,,-1.98009,-14919520.0,6.0,Lung,,,14.0,No,6.702629e-08,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,6d,digoxin,none,RASdig16_RAS16,,herranz_2_RASdig16_RAS16,"dicer 1, ribonuclease III",Inhibits,Stress-induced,26990999,downregulated
5186990,GSE101758,Limma,,IMR,,RAS,none,none,14.0,RAS_siC,RAS,5d,OIS,none,PRJNA395378,,ARG2,PTBP1,none,No,,-1.410378,-2509.587,5.0,Lung,,,14.0,No,0.000398472,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_3,ER_RAS,5d,shPTBP1,none,RASsiPTB1_RAS,,georgilis_3_RASsiPTB1_RAS,arginase 2,Induces,Unclear,23832324,downregulated
9868770,GSE74324,Limma,,IMR,,RASshRELA,RELA,none,,RASshRELA,RAS,12d,OIS,none,PRJNA299683,10.00%,FANCD2,p53,none,No,,1.445862,4155.039,12.0,Lung,,,,No,0.0002406716,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53,none,RASshp53_RASshRELA,,tasdemir_RASshp53_RASshRELA,FA complementation group D2,Induces,Stress-induced,21995812,upregulated
7873219,GSE62701,Limma,Illumina_HT12V4,WI38,,DDIS,none,none,,DDIS_EV,Etoposide,21d,DDIS,none,PRJNA264903,,ATG4D,H2AJ,none,Yes,hTERT,10.52223,26.20324,21.0,Lung,,,,No,0.03816322,,,4,M,Etoposide,DDIS,No,,,Human,,olaso_1,Etoposide,21d,shH2AJ,none,DshH2_D,1,olaso_1_DshH2_D,autophagy related 4D cysteine peptidase,Inhibits,Unclear,30352807,upregulated
2542838,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,GR,,BRAF_122_Clob_122h,RAF,5d,OIS,none,PRJNA556258,,LEO1,RELA,none,Yes,hTERT,5029.42,166754410.0,1.0,Skin,,,,Yes,5.996843e-09,,1000ng_ml,3,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,compoundA,2uM_2h,O24CpdA2_O122Clob122,1,carvalho_1_O24CpdA2_O122Clob122,"LEO1 homolog, Paf1/RNA polymerase II complex component",Unclear,Replicative,15791002,upregulated
